Z1_0	Z1_1	Z1_2	Z1_3	Z1_4	Z1_5	Z1_6	Z1_7	Z1_8	Z1_9	Z1_10	Z1_11	Z1_12	Z1_13	Z1_14	Z1_15	Z1_16	Z1_17	Z1_18	Z1_19	Z1_20	Z1_21	Z1_22	Z1_23	Z1_24	Z1_25	Z1_26	Z1_27	Z1_28	Z1_29	Z1_30	Z1_31
-2.1037703	-0.541969	1.7878876	-1.4689753	2.2256675	-0.10711951	1.831536	-0.3418579	1.7257447	0.47193232	-0.32118833	-1.2505918	1.725606	-0.29596207	0.44488853	-2.5326207	-1.4410009	-0.72986513	-1.2027932	-2.0780602	-1.6598012	3.0457723	2.839347	-0.10147023	-1.1698533	-0.17889768	0.17635477	2.420972	2.1329887	-0.18168661	-1.4938557	-0.58150315
-0.9317671	-0.44730765	0.40655363	-1.301789	0.23448938	-0.34388852	-0.8590857	1.060709	0.458266	-0.36563942	-0.2875381	0.4219306	0.29477733	-1.9135693	-0.814937	-1.8032073	-0.9371034	-0.19164963	-0.57199293	0.4353149	-1.2986226	0.06497556	0.81223077	1.4311732	-0.33679503	-0.070636205	0.2748735	-0.6822561	-0.45839167	1.6072196	-1.3881088	1.1380315
-2.2859702	0.74273187	2.662132	-2.3711784	1.8828355	-0.14143115	2.9265954	-1.0574712	1.1918727	-0.33064333	-0.43003076	-2.4778326	2.228229	-1.3622239	0.51263803	-2.791056	-0.7818927	-0.3193533	-0.6838173	-2.0268104	-1.5475885	3.8710902	3.5650887	-0.75016177	-1.1904539	-0.44295222	-0.38112032	3.2324271	1.9430972	-0.5912129	-1.0200987	-1.3129311
-0.14615902	-0.62147737	-1.8718482	-0.63652325	-0.42564836	-2.2027419	-1.0731174	2.4542196	-0.51265305	-0.71852744	-0.6922764	-0.6439603	-0.642145	-1.6335956	-0.9020695	-1.239042	-1.0880617	0.9201808	0.07784299	0.9451288	-1.661455	-0.7405235	0.5814076	2.5293586	-0.3847601	0.3584426	-0.5997638	-1.7338198	-0.28014922	2.8735445	-1.3593931	3.3111746
-0.42251742	-1.0983094	-1.5220762	-0.88873243	0.04720744	-0.13262084	-0.72342044	1.8236918	1.4912689	-0.7041409	-0.37571862	0.40606052	-0.52760303	-1.3234816	-0.10314435	-1.2574666	-1.263287	0.068244025	-0.18245746	0.14799209	-1.0330622	-0.631842	0.5707129	0.84949756	0.054487683	0.7266264	0.37621966	-0.73089135	-0.5238758	1.0468069	-0.7926917	2.065151
-0.5159055	-0.5043416	-1.7565538	-0.898427	-0.1386892	-0.6037484	-0.02870388	1.7763718	-0.34122223	-0.093474396	-0.599579	-0.12371552	-0.9215192	-2.258946	-1.1754843	-0.9478765	0.20018926	0.13987185	0.016213724	-0.22262082	-1.5871893	-0.1786485	0.49494636	1.6653429	-0.23560172	0.7038248	-0.914942	-1.7440281	-0.6707988	0.62198985	-1.0606027	2.3386269
-2.4816198	-0.12669243	3.411676	-1.727715	2.4107747	-0.4137764	2.588958	-0.47514886	1.5275387	-0.09149904	-0.09084359	-1.7498269	2.459352	-0.60787	-0.17974961	-2.6607583	-1.2612218	-0.3599855	-0.17986995	-2.0868497	-1.8688282	3.8848593	2.7978792	-1.1049626	-0.48471045	-0.055534277	0.116757095	2.8748581	1.7085959	-0.47665873	-1.1931696	-1.2458506
-1.9719809	0.19110142	3.256595	-2.0534613	1.8328029	0.42661077	2.2570255	-1.028705	1.5303001	-0.8570188	-0.43728897	-2.0076153	1.9717927	-0.728844	1.088719	-2.261089	-1.1024832	-0.5273982	-0.9408137	-2.024804	-2.1053357	3.8557305	3.1935272	-1.7302978	-1.4674238	0.05306236	-0.28422713	2.479924	1.7375606	-0.75628525	-1.1587293	-1.4512508
-0.4016394	-0.68848646	-1.8179357	-0.71791506	-1.0287416	-2.5494046	-0.74828887	2.871792	1.1177804	-0.06441716	-1.1689324	-0.46285915	-0.14153308	-1.8918312	-0.14536695	-1.4389031	-0.50682044	1.009016	1.3314555	0.89088047	-1.7963396	-1.3536725	-0.07895851	2.8184488	0.44875118	-0.26972505	-0.6197201	-1.0383317	-0.610636	1.7842427	-1.3076773	3.8984232
-2.3974679	0.4360511	3.3174524	-1.5278391	2.3323333	-0.36852288	2.3070326	-0.45756292	1.7690067	-0.46079478	-0.13267636	-1.8574224	2.922466	-1.1581264	0.6775408	-2.8422804	-0.8902864	-0.30579373	-0.7868784	-2.271511	-2.445097	3.7850256	2.6158133	-1.9097593	-1.4058856	-0.3668086	0.08261871	2.5779135	1.5678287	-0.6159002	-0.4055245	-1.646219
-0.29094657	-0.8880029	-0.20294419	-0.92925674	0.14339362	-2.0554674	-0.46582085	2.7299254	-0.08264315	-0.814878	-0.73487806	0.23033994	-0.8061109	-2.8704078	-0.10759577	-1.2280248	-0.2513417	-0.09289019	0.4357158	-0.49166188	-0.93686444	-0.35106197	0.07549147	1.4179499	0.05618409	0.35037193	-1.2561556	-0.44952357	-0.14044799	2.1578038	-1.069824	2.6000848
-2.2018437	-0.1567439	3.3892016	-2.2595904	2.1143653	-0.01685647	2.8055909	-1.0317032	0.9498484	-0.36092967	-0.6233704	-1.9934883	2.4679105	-0.8044878	0.7110989	-2.9381838	-0.8684785	-0.75943685	-0.5948204	-2.374044	-2.3788133	3.8547268	3.1996822	-1.0553674	-1.0988468	-0.6292609	-0.21755981	2.271613	1.7515881	-0.55329543	-1.2734029	-1.9288282
-0.5685693	-1.2885444	-2.0226173	-0.70895725	-0.5312109	-1.4578903	-0.3198865	1.749482	0.2049841	-0.43934023	-0.12873495	-0.05071102	-0.4704122	-2.1090105	-0.2188209	-1.2774036	-0.5187032	0.3973482	-0.08101743	0.52062774	-2.3437824	-0.9365154	-0.3908643	1.9451497	0.060615204	0.03856982	-0.037466504	-1.2019852	-1.1605206	1.6848451	-0.36716932	2.4341114
-0.27727306	-1.3095101	-1.1130277	-0.6854919	-1.5219203	-1.1423559	-1.7263441	1.8001692	-0.1642228	-1.167139	-0.67375505	-0.26399165	0.13243204	-1.7411671	0.19587868	-0.79804265	-0.7199037	0.017828928	-0.1307263	-0.33641458	-2.8825107	-0.095418096	-0.60629255	1.1997254	-0.35811758	0.6720826	-1.1253965	-1.57601	-0.048281055	1.8424017	-0.6302852	2.4730988
-1.6936431	-0.33435488	1.8345137	-2.3156712	0.749249	-0.026136912	1.0326955	0.083281934	1.2267494	1.0317357	-0.45191225	-0.3257309	1.976371	-0.59026855	-0.13562918	-1.5085801	-1.2012155	-0.32311675	-0.46114168	-2.0990024	-1.9041933	2.4166849	2.0115814	-0.61835444	-0.2445333	0.1647382	0.29393536	1.7151964	0.07097429	-0.22704458	-1.2025752	-0.012815915
-1.5268568	0.18125169	2.8906903	-0.50033355	1.5302671	-0.5341914	1.261317	-0.44695014	0.4369045	-1.2686366	-0.26835915	-1.3667028	1.6795046	-2.0552418	0.5910293	-1.218616	-0.80176336	-0.8960087	-0.54688436	-2.033505	-1.7180649	2.2574809	1.1661018	-0.79988945	-0.93262905	0.25926644	0.49355984	0.9179214	1.0317823	-0.76831526	-0.7581166	-0.69258326
-1.7897865	0.0034541874	2.5890176	-2.083571	1.6022251	0.08248303	2.1846921	-0.03899744	1.9116476	0.11758145	0.33002344	-0.8833503	2.477785	-1.7500405	0.51907945	-1.6955177	-0.7015596	0.547053	-1.7771097	-1.5299904	-2.7025828	2.7001739	2.5430727	-0.4807125	-0.98323303	-0.17976493	-0.22963148	2.2888863	1.9200714	-0.39674643	0.79702884	-0.51216877
-0.19087446	-0.4377331	-1.9183798	-1.0590287	0.06983125	-1.0180655	1.3574486	1.2154169	0.31968743	-0.38412488	-0.905661	-0.28680968	0.6233712	-1.4814397	-0.92837995	-0.6886604	0.23613048	-0.061098363	0.15666653	0.24259154	-1.1850184	-0.7154606	0.39500487	0.6690068	-0.2637243	-0.037193995	-0.33102974	0.21841572	-0.729856	0.26375172	-1.0733812	1.2284832
-0.6862104	-0.8980404	1.3302319	-0.8730247	0.19649015	-0.2961799	1.3486224	0.99473417	1.4343655	-0.028789915	-0.7418274	0.21709645	0.051922914	-1.8825333	-0.09382646	-1.5018876	-0.71213037	0.61057335	-0.3086892	-0.5297858	-2.3438392	-0.13003972	0.52359664	0.7642256	-0.5476245	0.5235232	-0.4390527	-0.37780136	1.2798705	1.0599102	-0.24307479	0.4640556
-1.7238876	-0.29972193	1.1925468	-1.4947375	-0.2575425	-0.053044386	0.25488693	0.566965	0.2570148	-0.7946676	-0.7085709	-1.5095274	1.6980567	-1.1130728	0.5054081	-1.9711634	-0.21714643	-0.8986543	-0.4931769	-0.4855901	-1.3758961	1.3263292	1.7678366	-0.24972013	-0.69041294	0.60953426	-0.61541855	0.5667395	-0.14601535	-0.06998543	0.027651414	0.9265339
-1.3297269	-0.111566745	-0.26003087	-0.89343065	-0.31316963	-0.89044183	-0.6682086	1.294188	0.6184857	-0.83175856	-1.4662428	0.4109033	-0.091166556	-2.6449347	-0.06491907	-0.75847393	0.43772107	0.121496975	-0.16796198	0.290389	-1.3368764	-0.18203881	0.12436345	0.8102846	-0.47964036	-0.23089784	-0.25807387	0.009357225	-0.15377694	-0.1558601	-0.7503317	1.2562988
-0.046676606	-0.8473282	-1.9003211	0.048008732	-0.18075135	-1.8412781	-0.3194183	1.7540677	0.2931726	-0.8818463	-0.7095445	0.290466	-0.53067595	-2.1793633	-0.9139529	-1.5663527	-0.52077824	1.0012995	-0.3577311	-0.2514504	-1.6245016	-0.24430147	-0.4270812	2.5273025	-0.19190761	0.76750684	-1.1723071	-0.66050977	-0.4626108	1.8799514	-0.6706163	3.0155787
-1.5686842	-0.3348434	-0.23087832	-0.23900503	-0.36435404	-1.926893	-1.0715975	2.3076189	0.45244497	-0.75992286	-0.16562745	-0.16416273	-0.15090299	-2.3110828	-1.0938246	-1.9926945	-0.12777302	1.0550536	-0.37789032	0.8309858	-1.7181364	-0.5124241	-0.44765425	2.4433415	-1.0541049	-0.08224023	-0.012682617	-1.2547148	-0.34398785	1.8199258	-1.1768644	2.7242851
-2.5676394	-1.5356746	1.6675768	-1.3157324	1.7804878	-1.0333459	1.187288	-0.22765686	1.883272	-0.2712408	-0.2993319	-0.8222299	1.8941782	-0.41876233	0.09826353	-1.0494317	-1.0455369	-0.24366765	-0.71262324	-1.8222849	-2.0653243	1.7142749	1.8063122	-0.6832689	-0.3329398	0.41090506	-0.44782704	1.3622696	1.0995526	0.28834614	-1.7195404	-0.6447302
-0.7321392	-0.34959373	-0.04614418	-1.9280378	-0.5332613	0.11486169	0.41319108	1.0003539	-0.51940453	-0.36899504	-1.5037289	0.0035193413	0.12694551	-1.4352734	0.5172271	-2.1790478	-0.016554035	-0.5554658	-0.5588147	0.28070432	-1.415342	0.88752735	1.798949	-0.072848916	-0.5640746	0.5894885	-0.42326045	-0.10911839	0.44028902	1.0607901	0.12228474	0.8973574
-0.41959932	-1.5168221	-2.0619717	-1.839413	-0.9661821	-1.070109	-1.1066189	2.3842466	-0.41585225	-0.45537218	-1.2476542	0.28414127	-0.14347833	-1.8085511	-0.3490783	-1.6044163	-0.39323875	1.071545	0.027953425	-0.07660057	-1.7418957	-1.1034222	-0.0030994862	1.7317103	-0.40997508	0.60795116	-1.1347088	-1.2409003	-0.5106618	2.6683757	-0.54680854	3.05911
-2.860131	0.012730219	3.647543	-2.03468	1.9576381	-0.0011842102	2.3765845	-1.2760406	1.3095725	-0.11077205	-0.874166	-2.487007	2.27585	-0.42624548	0.30539796	-3.04212	-1.0028936	-0.9075652	-0.4757696	-2.371312	-2.3385653	3.933726	3.13172	-1.1569628	-0.9306596	0.20847923	-0.43442726	2.8851676	1.3349987	-0.9218704	-1.0818243	-1.3933573
-2.4932423	-0.09759464	2.4369702	-1.6559597	1.3708876	-0.54242826	1.5465002	-0.8850999	0.5690224	-0.594947	-1.0694184	-1.7052827	2.0866811	-0.7085669	0.44490346	-2.154884	-1.059093	-0.42519695	-0.22335835	-1.0769944	-1.8336895	3.716911	2.8032956	-1.1634852	-0.74351966	-0.70440364	0.05745863	2.0048292	1.1524913	-0.4603236	-1.2895771	-1.2452712
-2.3908334	0.07059429	3.3552892	-1.8838484	2.4811404	-0.27619988	2.510504	-1.0969518	1.302148	-0.42594278	-0.57508993	-1.2638698	2.227413	-0.8325522	0.586898	-2.882283	-0.71669996	-0.28418645	-0.15484597	-2.019636	-2.0918689	3.8550496	2.8917255	-1.8028026	-0.76135427	-0.9403697	-0.30698892	2.7044225	2.1466033	-0.90437263	-1.3827263	-1.6414635
-1.1411911	0.034215555	1.4583615	-1.555121	0.060285162	-0.023862474	1.236839	0.7472181	1.051446	0.073558204	-0.28737608	0.23819011	1.5894134	-1.567889	-0.14893568	-1.4444374	-0.48173308	-0.85702497	0.4594867	0.01831347	-2.2805982	0.74995285	1.9568349	0.3855264	-0.6112794	1.0370789	-0.8217564	0.5895643	0.8026572	0.6476947	-1.4787769	-0.19654477
-1.6107513	0.9265967	1.2008922	-1.4136785	0.34308422	-0.4228744	1.9185942	-0.504754	1.4836886	-0.07231063	-0.1672908	-1.4497671	2.1517382	-1.0133626	-0.89761275	-1.4552904	-0.4126799	0.44429022	-0.24344917	-1.4682558	-1.3079141	2.2287478	2.4791899	-0.44096738	-1.3101217	0.4422996	-0.4569034	2.1831665	0.5937828	-0.8179518	-1.3292439	-0.30465782
-3.0918562	0.1929097	3.5510519	-2.1115475	2.183289	0.04586541	2.0021126	-0.8204838	1.9945393	-0.41078937	-1.0018402	-1.985925	2.640039	-0.3778399	0.57677186	-2.62497	-1.0316617	-1.0005261	-0.5894362	-2.515669	-2.6666622	3.7339902	3.0652661	-1.5416586	-1.0598208	0.01729601	0.06578487	2.8133488	1.758876	-0.8810281	-1.4921694	-1.7515384
-0.5887654	-1.088916	-1.5129621	-1.4294181	-1.2421447	-0.48927703	-0.13300313	1.9896595	0.0020142198	-0.50581086	-1.6912184	-0.623035	-1.0430636	-1.3795942	-0.43882424	-1.9155777	-1.6122098	0.25795126	0.5303661	0.19170098	-1.2725656	-0.10967785	0.06683229	1.2997918	0.39821926	0.67639863	-1.0360869	-0.73353815	-1.4165026	2.9628172	-0.9651296	2.722709
0.17527774	-0.68747807	-0.77256715	-0.6484709	-1.0840833	-3.6798193	-1.7391105	2.6141183	-0.31201673	-2.2289546	-0.19298929	0.31783253	-1.1009969	-2.9866931	-0.16737247	-1.0671957	0.38139555	0.7507723	1.0778887	0.6982993	-0.70168805	-1.0079417	-0.2127471	3.4013393	-0.50335145	1.1918429	-0.54808843	-1.4301391	-0.4161623	2.3959594	-1.5322275	3.6655126
-0.39793718	-0.98510087	-1.2160736	-1.1517254	-0.26823542	-1.7492752	-1.0639212	2.8685257	-0.06572734	-1.0029241	-0.67731917	-0.22513181	-0.36369783	-2.4827757	-0.13045295	-2.132764	-0.8002989	0.46728307	0.18455927	-0.069934174	-1.5519587	-0.43697685	0.5999736	1.9689457	0.10115651	-0.068576	-0.35198015	-0.36207664	-0.3168856	2.397631	-0.8110598	2.3387198
0.1736621	-1.0528463	-0.44726026	-1.369754	-0.6165451	-1.1789024	-1.1467078	1.1709623	0.18406677	-0.21529806	-0.97520137	-0.41764134	0.030363109	-2.4795718	-0.90399	-1.4504925	-0.5079597	-0.5527652	-0.9327087	0.6629224	-1.3381667	-0.23793173	0.28841352	1.6332756	-0.25786427	0.62460184	0.06440514	-0.94023645	-0.6844218	1.0254292	-0.80791503	1.8324541
-0.78796864	0.060416423	-0.4680974	-1.2759708	0.4504231	-0.9719681	-1.0301727	2.5513961	-0.07003912	-0.2901544	-1.5579646	-0.22596341	-0.070884585	-1.4163146	-0.06440239	-2.1162336	0.20214492	0.22342904	0.28878674	1.2068793	-1.549209	0.019871898	0.3383261	0.76832986	-0.21589652	-0.077667184	0.1963824	-0.67430115	-0.4134775	1.326468	-0.18287034	1.4885435
-0.07746664	-1.2040018	-1.1023729	-1.1863819	-1.3736541	-1.3127801	-1.7328029	2.1670265	-0.0928016	-1.3704292	-0.938624	0.1689853	-0.20024157	-2.3892758	0.06347689	-1.6671216	-0.48271048	0.9386453	0.38245884	-0.14657594	-2.0501113	-0.64226806	-1.0384393	1.4104085	0.022491373	0.6070785	-1.1446306	-1.449852	-0.5070485	2.4796894	-0.651554	3.601603
-1.5691042	-1.2034045	0.9733511	-1.80841	-0.1511549	0.45442283	0.13983336	0.8075558	1.2676673	-0.5932226	-0.46507004	-0.5566215	1.8607407	-0.18366429	0.24065042	-1.4559048	-0.7032901	-1.3679162	-0.12737255	-0.46902215	-1.8639678	0.70709276	0.67892456	-0.54363096	0.82499176	0.8438431	0.11274521	0.12173791	0.18068105	-0.6020059	-0.5956379	0.51813495
-1.6499343	0.008867779	0.87090194	-0.45776966	0.92985076	-1.0483027	0.8032732	0.15816385	1.5726794	-0.35800806	-0.94388145	-0.2491686	1.7707367	-0.5923037	-0.077232	-1.3611816	-1.0853252	-0.47763923	-0.44026783	-0.7902819	-2.3048167	1.4966183	1.2233268	0.02332431	-0.9354575	0.59880745	0.43323928	1.0759856	0.63110036	-0.9102188	-0.9920296	0.25372934
-1.5175527	0.10999266	1.9590379	-1.7498834	1.1738515	-0.09347791	1.386951	-0.2896577	0.78212297	0.33075064	-0.30344048	-1.3016362	1.3322637	-1.055141	0.38704005	-2.237827	-0.012423642	0.24513955	-0.29035154	-0.62499607	-1.9785954	2.6047711	1.9544827	-0.71636224	-1.075577	-0.32919216	-0.6390185	1.7915013	0.8005055	-0.5475593	-0.32142437	-0.5231055
-0.481397	0.8070998	-1.1653335	-0.5778593	0.17384936	-2.1700368	-0.42713028	1.3489083	-0.015952215	-0.5858612	-0.7946565	-1.100678	-0.087721884	-2.0664084	-1.1162746	-0.87296265	0.6951545	-0.2768838	1.2534463	0.6546161	-0.22857836	-1.0640473	0.02994436	1.8405273	-1.3066015	-0.06546195	-0.39026436	-1.0163674	-1.4221059	1.3949217	-1.9157689	2.1211557
-0.9164257	-0.88933045	2.2192204	-1.6381155	0.61320555	-0.85640115	1.3676903	0.5094207	-0.30674127	-1.1687813	-0.36521956	0.039303064	1.4065773	-1.9041086	0.8801772	-1.369587	-0.07494677	-0.70970273	-0.60700315	-0.1963288	-1.1075443	1.464078	1.5180582	0.020447582	-0.99794614	0.7624291	-0.70240045	0.36742705	1.3454758	0.17940232	-1.4894129	-0.2822826
-2.7652025	-0.0023988695	3.196102	-1.7678744	2.2386153	-0.42134345	2.6558247	-0.9096781	1.4556835	-0.69327354	-0.5666502	-2.1335773	2.8239124	-1.6312447	0.52409446	-3.0926917	-0.76158553	-0.6001515	-0.5002897	-2.1047008	-2.6141095	3.8442438	3.1482134	-1.3360503	-0.710425	-0.40490562	-0.82618785	3.231304	1.9685296	0.011962973	-0.63763493	-1.6249167
-0.012865186	-0.9585538	-0.89583886	-0.68102014	-0.60549283	-2.5043578	-0.62454903	2.276859	0.3231945	-1.1117499	-0.39125195	0.33799678	-1.5485023	-1.7166964	-0.8931917	-0.95397496	-0.8315088	1.2767857	-0.1718521	0.37277853	-2.006843	-1.0973012	0.07602766	2.964265	-0.224942	1.0089501	-0.46529692	-1.2513523	-0.16756552	1.9054903	-1.3486902	3.3922634
-0.061674148	-1.3344077	-0.14620373	-0.8649676	-0.15099357	-0.036607526	-1.3573489	1.5600336	0.3655594	-0.702934	-0.93922925	0.42173243	0.19731337	-2.0689824	-0.13981952	-1.4228569	0.42881024	-0.78813434	-0.44344878	-0.68933785	-1.201409	0.82251036	0.9156288	0.69084656	-0.74764925	1.0499542	-0.7357433	0.12827943	1.0426463	0.5877283	-0.79753214	2.622067
-1.7138696	-0.851485	2.2241075	-2.1494849	0.23160118	0.82260513	0.6937661	0.54686165	0.3054454	-0.9745561	-0.35579437	-0.39814347	0.5797159	-1.2155102	-0.20577759	-1.8549608	-0.63608867	-0.7671405	-0.34848836	-1.5016656	-2.1862588	1.0533524	0.54517955	-0.3979102	-0.3923591	1.5964295	-0.7903147	0.72111785	0.38970318	1.0009173	-1.0892038	-0.67056096
-1.2914945	-1.5046941	2.1932876	-1.5856193	0.6548063	-0.7606465	0.72149116	0.3342048	0.7321921	0.35127762	-1.2449064	-0.8051191	0.60928506	-1.4198431	0.8094395	-2.3687043	-0.65008146	-0.8351697	-0.30464455	-1.4954989	-1.4325956	1.4894032	2.671517	-0.6539017	-0.89492804	0.14584182	-0.64423466	2.4133217	1.8397796	-0.5070084	-1.1827549	-0.020196699
-1.341839	-0.79799485	2.4016025	-1.7164768	1.3141118	0.14497185	2.3007402	-0.23941095	1.0290208	-0.39799556	-0.1296448	-1.4226534	0.7794673	-1.2440705	0.48368856	-2.6817276	-1.1456757	-0.68098056	-0.7657406	-1.338561	-1.6354069	2.4533353	2.2654786	-0.08043094	-1.3864764	-0.13461934	-0.7890105	1.0602195	0.79917455	-0.55426294	-0.6043735	-0.3951309
-0.46056107	-0.8864819	-0.76401126	-1.5211042	-0.6744056	-1.2224761	-1.1152191	2.1818492	-0.11124042	-0.87467694	-1.2990699	0.35387748	0.47452986	-2.0213678	-0.09610087	-1.7758373	-0.4406838	0.98785895	-0.04871545	-0.032465115	-1.8455902	0.027927816	0.09299287	1.2299862	0.33221278	0.25589105	-0.9202162	-0.17661132	0.11999774	2.446039	-0.3296615	1.9642164
-2.979765	0.5802684	3.48894	-1.9717603	2.4951005	-0.12911159	2.4226186	-0.81020445	1.3441553	-0.6901758	-0.9435992	-2.200209	2.5395257	-0.58708733	0.7157547	-2.7017357	-1.1136277	-0.20155923	-0.06864049	-2.427311	-2.1317239	3.7150714	2.851419	-1.7295754	-0.6667591	-0.34731838	-0.3978341	3.1545677	2.3691065	-0.5264343	-1.1882318	-1.9502347
-0.74483824	-1.7829379	-2.432276	-0.51746327	-0.72501594	-2.054596	-1.0358269	2.4529495	0.6298529	-1.2317731	-1.0403714	1.1604943	-0.66607404	-1.9074405	-1.4355079	-0.6907544	0.22679466	0.7906054	0.66264063	-0.8145035	-1.6939272	-1.1764491	-0.94096214	2.8140388	-0.89186966	1.6454349	-1.0162922	-1.7882621	-0.7557316	1.5830512	-0.8431088	4.0321126
-0.9391397	0.23973666	-0.41540968	-0.7366452	0.3541347	-1.5690322	0.59836423	1.5949512	0.8281625	-0.86392224	-0.61934465	-0.34577703	0.496542	-0.4900383	-0.123919636	-0.69085026	-0.37877324	1.2773178	0.27013263	-0.4665165	-1.1295947	-0.1316299	0.40778697	1.1094048	-0.36627322	-0.4142086	-0.3454234	0.12688382	0.31900027	0.29433128	-1.1583045	0.18935996
-0.43685982	0.053166963	-0.59811354	-1.2500378	-0.89587086	-1.2401927	-0.3107947	1.7077197	-0.4997009	-0.09906218	-0.8050741	-0.4806687	0.37760264	-2.2331579	-0.73946124	-1.2024668	-1.5338687	0.79730064	-0.5240578	0.24061377	-2.1074657	-0.091724575	1.3718454	1.4143436	-0.27302337	0.6277287	-0.7815943	-1.1276909	0.10000165	1.5022479	-0.34804094	2.0663338
-2.1779552	0.018362382	2.5874474	-1.1143903	2.404372	-0.46005842	1.5887246	-0.37762094	0.5079743	-0.4215588	-0.6062799	-1.0899379	1.9791622	-0.16557983	-0.015466053	-2.3707273	-0.93444544	0.08533676	-0.51765734	-1.2643282	-1.933868	2.272813	1.886419	-1.4246953	-1.1973246	-0.03496683	-0.039685108	2.3923843	2.090903	0.57755584	-1.7042664	-0.8962131
0.014868751	-1.065113	-0.6388815	0.032609113	0.03150752	-1.6292176	-0.6584319	2.4893289	-0.053796895	-0.54250985	-1.4345481	-1.5979705	0.0010315739	-1.6651797	-0.72405016	-2.459338	-0.9155874	0.25332418	-0.28794137	0.7094823	-0.88577175	0.23426625	1.0527064	2.111636	-0.53104144	1.1337804	-0.33689976	-0.9027817	-0.1348665	1.3653446	-1.6114674	3.6996107
-0.41755715	-1.2582015	-1.2065992	-1.363073	0.505283	-1.7356164	1.2065005	1.4965465	0.34474725	0.21980295	-1.4001446	-0.51142913	0.5354632	-1.2439936	-1.0977014	-1.7228656	-1.4128773	0.18560523	0.13537139	0.4232581	-0.09650147	0.7127074	0.34633508	0.7682284	-0.32480136	-0.29879472	-0.36474988	0.22915748	-0.34913167	1.415501	-0.88691854	2.2349138
-0.40529308	0.37325427	0.22901222	-1.3103607	0.5155945	-0.20978999	1.0210046	0.52023715	0.4198022	-0.77724475	-1.5921664	-0.86088043	1.0822856	-0.3029105	0.5403159	-1.2680761	-0.45597523	-1.3756474	-0.6894973	-0.6596549	-2.0256562	0.5169671	0.35014236	-0.019580394	-0.8531322	0.37547976	0.40111238	0.36270398	0.37503698	-0.564477	-0.4095468	-0.49332303
-2.8619995	-0.30985814	2.8505456	-1.1763881	2.3318279	0.14317563	2.2331343	-0.40751475	1.71521	-0.24268195	-0.032914672	-1.5307267	2.1345756	-1.0686293	0.55651927	-2.634567	-0.7142039	-0.24436487	-0.9991186	-2.0152333	-2.166192	3.5614548	3.3633566	-1.9736756	-1.0458027	-0.052595917	-0.35536188	2.6347427	2.4169655	-0.084867455	-0.77728254	-1.5193473
-2.1718569	-1.0214751	2.4945726	-1.0628413	0.9857064	-0.21251243	2.1522505	-0.8789003	0.88437057	0.041103087	-1.244856	-1.8967514	1.0396951	-1.4993215	0.3413535	-1.8650954	-0.81359875	-0.6491655	-0.5338709	-1.7580017	-2.2618208	3.308764	2.2652864	-0.6209023	-0.19160452	0.45881137	-0.33457774	2.1156373	1.279403	-0.26252908	-1.3682888	-1.3350372
-0.79117775	-0.9220328	-2.2435338	-0.32065105	-1.2108083	-2.099178	-0.85623425	2.643679	0.45847338	-1.1733936	-1.4540162	-0.1467508	-1.3473661	-2.415629	-0.23453054	-1.5771792	-0.5802945	1.4189602	0.7793205	-1.1302049	-2.8784094	-1.7238204	-0.5650445	2.4321241	-0.29951745	0.25947437	-0.7406444	-1.6912704	-1.3938003	1.8907908	-0.2675892	3.418755
-2.6828182	-0.04895725	3.5951874	-2.0896037	2.2189944	0.48447242	2.5910537	-0.8737892	2.4915257	-1.3260078	-0.35779518	-1.746429	2.5082722	-1.3736231	0.94879365	-2.6223114	-1.023638	-0.25397426	-0.7001764	-1.8880421	-2.2731042	4.078267	2.8479075	-1.4548548	-1.0464138	0.36623085	-0.25425085	2.3919904	2.0279737	-0.866857	-0.9928895	-1.9020326
-2.276092	-0.32360962	-0.9093352	-0.5240697	-0.08980943	-1.4033003	-0.8154391	1.0391898	0.28486508	-0.8294256	-1.0974936	-1.4127517	0.46065405	-2.08977	-0.20173788	-2.102461	-1.2544993	0.28221223	-0.09362837	0.39039472	-2.507533	-0.66566616	0.5160667	0.24795559	0.035654135	0.2435582	-0.42709458	0.06326488	-0.4711096	1.433294	0.18022926	1.0850194
-1.0432981	-0.69707525	-0.46862173	-0.7246119	-0.66996646	-1.8572797	-0.7560024	2.2726884	-0.050565675	-1.8318155	-0.9219396	0.17111069	-0.4998638	-1.216047	-0.8837432	-1.4464784	-0.38705385	0.42788634	0.82888865	1.0811821	-0.47695756	-1.2030773	0.49342978	2.4264243	-0.21178815	0.8557394	-0.5636116	-0.957034	-0.30423	1.2432106	-2.0504487	2.6047328
-1.846515	0.7767221	0.37275046	-1.453354	1.557123	-0.2982097	1.169871	-0.23008187	1.7680335	-0.8163197	-0.8105223	-0.989399	2.0317388	-0.34620944	0.48131907	-1.8247615	-0.78933674	-0.7248938	-0.8183034	-1.3626411	-1.4094406	1.6373503	1.2075316	0.15233867	-0.31902504	-0.6690403	0.48248065	1.3064601	0.45355597	-0.5298151	-0.21753186	0.06483837
